	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__alpha	param_regressor__regressor__regressor__l1_ratio	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.1421073623993574	0.7935859334260503	poly	0.7760820991426709	0.022177281935498117	-19271.29512279667	-219.11613549085294	-2.4599923583366765	-170.90849179259763	-0.30360972474651554	-3932.816670432641	7669.743263381152	59
1	0.41307178405732536	0.0020861916134275686	poly	0.0016325125214692508	0.006209174227818484	-37.5301322583426	-226.3458356922062	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.36409172711988	95.06054919905424	22
2	0.9994590426751936	0.24897169764256202	poly	0.009492473080776375	0.014482611326903276	-37.74853366829276	-219.53294844182125	-2.4599923583366765	-167.7453216163251	-0.30360972474651554	-85.55808116190445	90.73409243560306	6
3	2.2318286374355	0.22992509055725158	rbf	0.0042696481004083795	0.02166126560194832	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
4	7.284706174508087	0.00013319751967982531	poly	0.005662638988777596	0.32728843155883136	-37.21425081429964	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.32647086664096	95.13191067660378	19
5	0.22289766972186587	0.8991197923004112	rbf	0.0024740862612179474	0.03517934068104829	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
6	3.168252003710077	0.22134321023770606	rbf	0.0019807263461956636	0.02665793187226654	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
7	1.6881340876442121	5.70481702253633	poly	0.012048387628070626	0.29882226839951503	-37.474852915271676	-216.44338027467745	-2.4599923583366765	-174.5312196374968	-0.30360972474651554	-86.24261098210583	91.13775517327147	7
8	3.4458392459817504	0.003715124617986915	poly	0.002640079019149757	0.0017648312243200336	-37.649152219370016	-225.98598646921272	-2.4599923583366765	-174.91659510755105	-0.30360972474651554	-88.2630671758434	93.95449812771102	18
9	1.2429974934909387	0.0035566916037075296	poly	0.012419580099367496	0.022712868739643684	-37.8944369023782	-219.30043611973807	-2.4599923583366765	-172.4201412839548	-0.30360972474651554	-86.47572327783085	91.51313010708652	9
10	2.7456694089180953	0.011613393605749771	poly	0.22100302755107729	0.010332526426602177	-4465.209590565175	-210.00095858429316	-2.4599923583366765	-176.11809075149822	-0.30360972474651554	-970.81844839681	1749.3300727521273	55
11	0.39872930173748916	0.033096016121349034	rbf	0.07483624274817327	0.03505837059252771	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
12	0.6757280650551232	0.00010165632440029667	poly	0.019878950961872335	0.20390894855858127	-37.324507579229966	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.34852221962703	95.11984064385027	21
13	2.340226257800386	0.48236115293568627	rbf	0.1041101659846105	0.0014353408214035335	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
14	0.41467262860200493	0.09182764288931225	rbf	0.3680043104787763	0.0026565132692193357	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
15	0.7866991745594025	0.1977728179044527	poly	0.30614437330868366	0.002439678691746349	-3294.415342618617	-210.3899247908541	-2.4599923583366765	-176.02564535130495	-0.30360972474651554	-736.7189029687718	1281.7686087386833	53
16	0.4144453913207415	0.020652944157466043	rbf	0.22915507213224862	0.015443764327303062	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
17	2.3168819288109614	0.032330873999382885	poly	0.0077180981613993145	0.003082700072440592	-37.43209042271704	-219.40159191688176	-2.4599923583366765	-167.19182337734793	-0.30360972474651554	-85.35782156000599	90.62856168696226	3
18	0.6757772157031918	0.01740216521544932	rbf	0.3669343776726532	0.022754392285271194	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
19	0.16596291809140312	0.9885776100364609	rbf	0.4180870730813556	0.09859927472103723	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
20	3.98986405128553	4.960857688467744	poly	0.01261043018402481	0.013805528493177906	-37.89969072947052	-218.88006207398863	-2.4599923583366765	-172.26436390645	-0.30360972474651554	-86.36154375859846	91.36130662640821	8
21	0.2925373146192959	0.0007566532977271004	poly	0.13149447096812086	0.0027208814023874732	-1199.0282983030177	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-321.6892803643846	448.1094706192525	51
22	2.0772870702076363	0.0002219526578729756	rbf	0.02497592481363183	0.025177017176222404	-37.752839489285435	-216.57757399420615	-2.4599923583366765	-169.55022679442598	-1.2332372661611228	-85.51477398048306	90.02454270325741	5
23	7.71177605217299	0.4886482939545443	poly	0.26675066475784026	0.17650056360237415	-4667.346371014235	-220.98323613146678	-2.4599923583366765	-176.37793542507035	-0.30360972474651554	-1013.494228930771	1829.1100730758153	56
24	0.10334430538642785	0.012626534460760563	poly	0.5967396064462919	0.0042561125959215225	-12931.263148276414	-212.4961244175165	-2.4599923583366765	-174.67236862858917	-0.30360972474651554	-2664.2390486811205	5134.245596976858	58
25	4.232456866528223	0.010429005146226399	rbf	0.605805170769007	0.002391001440633527	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
26	0.2889757162366467	0.19760229548803449	poly	0.22789039383421245	0.04054254859580731	-4196.66402233324	-215.3427568386305	-2.4599923583366765	-173.86347018681462	-0.30360972474651554	-917.7267702883537	1641.7968171948849	54
27	0.6868045782671451	0.0001246761305190476	rbf	0.3401839536198578	0.001257424061085266	-3200.5930015215126	-210.83305083540168	-2.4599923583366765	-174.49746947552322	-0.30360972474651554	-717.7374247831042	1244.4248946912198	52
28	1.1622233857855866	0.9655100244446035	poly	0.02756438230939599	0.0059849260859741555	-37.272480094296775	-212.76742907513326	-2.4599923583366765	-159.13019654006595	-0.30360972474651554	-82.38674155851585	87.23520380743231	1
29	1.1338917149486265	8.362356196246699	poly	0.003833187463188158	0.02015514537941078	-37.55343002267442	-225.35453012252987	-2.4599923583366765	-174.86237820343257	-0.30360972474651554	-88.10678808634401	93.76981270215143	15
30	2.744506624473674	1.6854885004708946	rbf	0.0030700675235372753	0.014350321616586418	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
31	7.746577286361522	0.0052114179718890895	poly	0.0012733878611488098	0.006787645817233583	-37.563787140822576	-226.4647918628533	-2.4599923583366765	-172.0262376099355	-0.30360972474651554	-87.76368373933892	93.57797743897973	10
32	4.128019050943744	0.00016742923936307566	poly	0.07695130009352391	0.35414617019075423	-10620.734775969331	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-2206.0305758976474	4208.346807623547	57
33	1.8760874166799248	9.919397662931305	rbf	0.03549356703742122	0.11434275458061949	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
34	0.7146723599487025	0.0004708171707493306	poly	0.0010835097982519865	0.0076551662874224	-37.574326487482914	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.39848600127762	95.0925624673834	24
35	0.11966161458027441	7.60447279236148	rbf	0.0010746217116970103	0.2843891093429288	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
36	7.132238797440274	0.01963438935158265	poly	0.18868759941060792	0.010858304235750078	-22976.90121427876	-196.79433211979776	-2.4599923583366765	-172.3555253051179	-0.30360972474651554	-4669.762934757351	9153.939050010718	60
37	0.23729329918354572	3.658166194659615	rbf	0.006343926535034041	0.006591342447860372	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
38	0.17428694468009465	3.577398095438774	poly	0.004283050497886854	0.009048581102939301	-37.55898733066398	-225.1589857374095	-2.4599923583366765	-174.60516616569848	-0.30360972474651554	-88.01734826337102	93.66438619245358	12
39	3.018462850376107	0.000818186978964084	poly	0.0034348854798818473	0.034610032884275714	-37.51387066664844	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.38639483711071	95.09915483451579	23
40	1.1748529774355074	0.003847861305413605	rbf	0.10853826911159514	0.0494362355259857	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
41	3.4692583502573573	0.009230840780093143	rbf	0.004068351294377537	0.5177138549606727	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
42	4.5309277719364704	0.00034228173228470786	rbf	0.0023875642635530227	0.27742241604280904	-37.635486147236506	-225.51226461178402	-2.4599923583366765	-174.61658624635965	-0.30360972474651554	-88.10558781769268	93.76175576211097	14
43	0.2984501718304469	5.044616260229264	rbf	0.5316103824008387	0.013490581406570225	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
44	1.9964418139567994	0.09508358877486651	rbf	0.03885351246520799	0.032500615847465976	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
45	0.30505052766023355	0.00010737017170640689	rbf	0.007072629202458361	0.09690400511162188	-37.230430447174236	-221.2271436563637	-2.4599923583366765	-161.49788041883843	-0.30360972474651554	-84.54381132109191	90.19643340975162	2
46	2.6552020430099024	0.19153644951142706	poly	0.0027127976775577424	0.0012832953223942435	-37.66489586050532	-225.95205698429646	-2.4599923583366765	-174.91692820464007	-0.30360972474651554	-88.25949662650501	93.94291695025493	17
47	0.3502609192322518	0.002056375125852641	poly	0.0013094002439743957	0.8330394668921454	-37.71015927159714	-226.3894168219678	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.40881335572313	95.05350176774118	25
48	4.340002555607569	0.1522340187129128	rbf	0.0035174430619813036	0.24773708830923935	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
49	0.1520784616778988	0.0004449879027973431	rbf	0.0018685693509252047	0.44243460729674877	-37.72959365077681	-226.21811726690416	-2.4599923583366765	-172.24571545231208	-0.30360972474651554	-87.79140569061525	93.52671755612026	11
50	0.840527417170035	0.016751813325038837	rbf	0.0059236683803447964	0.1668354842501803	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
51	7.498536250614158	0.2390139027657896	rbf	0.2090851956345935	0.0026938435822354517	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
52	4.5139075289538555	0.08008051419225115	poly	0.008524608406582541	0.0012951701566833815	-37.614445887578945	-219.0303801787638	-2.4599923583366765	-167.46882396777158	-0.30360972474651554	-85.3754504234395	90.54972893175774	4
53	1.373720343460702	8.488298606711847	rbf	0.01755842727741915	0.43269437455591453	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
54	4.687455116635608	0.00031386115658483686	poly	0.006757535525455856	0.006335657685612054	-37.29528416535806	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.34267753685265	95.12303794810794	20
55	6.031653363760778	0.0010412236544878684	rbf	0.44170327203161774	0.001476185381282268	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
56	1.302072755178872	0.0043606928371733855	poly	0.0014935513622043879	0.05393477945793127	-37.5857715540353	-226.4408685750478	-2.4599923583366765	-173.68077021462585	-0.30360972474651554	-88.09420248535842	93.86838478453888	13
57	1.4641583530836466	0.13813015587977903	rbf	0.0099010441121905	0.8139126286884011	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
58	0.1703837220495624	0.0001832351182961186	rbf	0.00317158229877566	0.011177702403197572	-37.621419359018425	-225.74386868371647	-2.4599923583366765	-174.74683369073594	-0.30360972474651554	-88.17514476331081	93.85519090485067	16
59	1.6207913365729714	0.06529113366073787	rbf	0.42294890343987895	0.07989078045521733	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	26
